timestamp,Vref1m_raw,Vref1m_volts,Vref2m_raw,Vref2m_volts,Vref3m_raw,Vref3m_volts,Vref4m_raw,Vref4m_volts,VTEMP1_raw,VTEMP1_volts,VTEMP2_raw,VTEMP2_volts,VTEMP3_raw,VTEMP3_volts,VTEMP4_raw,VTEMP4_volts,V1V2HM1_current_raw,V1V2HM1_current_volts,V1V2HM2_current_raw,V1V2HM2_current_volts,V1V2HM3_current_raw,V1V2HM3_current_volts,V1V2HM4_current_raw,V1V2HM4_current_volts
2025-10-20 14:04:57,490,0.5973,804,0.9800,804,0.9800,805,0.9813,566,0.5533,668,0.6530,610,0.5963,594,0.5806,-91,-1.3376,29,0.4263,31,0.4557,31,0.4557
